typing_speed,avg_pause,max_pause,min_pause,pause_variance,key_count,burst_typing,long_pause_count,pause_ratio,cognitive_load
7.8,0.1257225839715255,1.0997178554534912,-4.555484294891386,0.6465551751914156,39,307.75887594561107,1,0.11421871949167967,low
7.6,0.13356065750122148,1.0477285385131552,-4.740006923675509,0.7021837728429644,38,282.40052260189833,1,0.12735484216971762,low
3.6,0.22983932495116854,0.5825824737548828,0.06852364540100098,0.018219528563040998,18,77.97631536051189,0,0.39384206224072793,low
4.0,0.24945512570832906,0.8228518962860107,0.024753093719454,0.03237810376778348,20,79.85462442997184,0,0.3027912259872101,low
3.2,0.29921393394470214,1.8675103187561035,0.035047292709350586,0.18116121123095416,16,53.29532773434533,1,0.1601350182234442,low
4.6,0.2203444242477417,0.7816326618194296,0.029983997344970703,0.023603256282527293,23,103.91045574410786,0,0.28154258695962775,low
2.8,0.23015605486356513,0.6610782146453573,0.13659119606026593,0.019741892365164698,14,60.56514508461912,0,0.34762668484243725,low
3.2,0.27976503372192385,0.8282637596130371,0.04701495170593262,0.03833992564088813,16,56.98715323592171,0,0.33736556129315454,low
5.2,0.196653528213501,0.37830138206481934,0.10196042060852051,0.004936534359565811,26,131.54331336759833,0,0.5184624615469885,low
3.0,0.3248320817947408,1.031821966171293,0.06476616859438877,0.06989888665700368,15,46.03598245260977,1,0.31450926920048444,low
3.2,0.26765543619791854,0.7434816360474201,0.05742859840390224,0.029826166977311254,16,59.555839354811326,0,0.3595191919292286,low
2.8,0.3055463570814844,1.170540809631376,0.08474183082580566,0.07968805138427076,14,45.670090922915776,1,0.2608072672923995,low
2.4,0.3751362453807484,1.4989635944366455,0.0590782165527628,0.13354121272421507,12,31.90333329310728,1,0.25009690019952896,low
1.8,0.19157522916794534,0.39021420478826485,0.03920340538024902,0.009346177791796544,9,46.7349826812413,0,0.48969394981869524,low
32.0,0.015783930724521854,2.6843912601470947,-3.4767560958862305,0.7177159413541064,160,9532.927812090818,5,0.00587770242599854,high
56.2,0.017753117425101144,2.614192247390747,-4.828276872634888,1.0705409727634287,281,14984.175357633076,6,0.006788455970230848,high
42.0,0.008324987009951943,3.5806596279144287,-4.918635845184328,1.3374096170294172,210,22520.138609939175,9,0.0023243378418958014,high
41.2,0.010777830496066954,2.658087968826292,-4.891176700592043,1.2264097395300886,206,17490.487748893218,9,0.004053205693989971,high
43.2,0.020286770754082275,3.2658057212829625,-4.791300058364868,1.4171670395736677,216,10147.14737596244,7,0.006209971600672695,high
50.6,0.019355992476145428,2.4813492298126185,-4.915915966033932,1.2192245192416074,253,12428.77252467464,10,0.007797449385317362,high
45.4,0.01684252983700911,2.752013683319092,-4.968766212463379,1.2994904523162334,227,12722.411119591061,12,0.00611785184325833,high
35.8,0.02337099728959334,1.5840632915496826,-4.766262769699097,1.027435499334139,179,7344.795860136375,4,0.014744519928124773,high
34.8,-0.021770854905850626,1.919694185256958,-4.983598470687866,1.5749448993724682,174,-8377.122693731233,6,-0.01133488874645499,high
35.2,0.02735863549368726,2.750779628753662,-4.938627004623413,1.3158050664406324,176,6206.222441103637,7,0.009942160777634127,high
43.4,0.01884894680093836,2.1000828742980957,-4.852419376373291,1.3101035091341144,217,10932.569983498637,9,0.008971062984478986,high
50.2,0.00997245979309082,2.306212902069092,-4.82939600944519,1.1368601099808333,251,22875.454067104503,8,0.004322297168218673,high
32.2,-0.007855215668678283,3.9824912548065186,-4.856093883514404,1.8115409489306546,161,-23485.767302057986,12,-0.0019719424912004275,high
31.8,0.02906484694420537,2.459071159362793,-4.78847336769104,1.3322634938139044,159,5288.5684166320125,10,0.011814636675686137,high
42.4,0.02360557944853724,2.486645460128784,-4.846202611923218,1.217069261623522,212,8615.932026449515,11,0.00948912529011075,high
33.6,0.0007617530708541413,3.7101686000823975,-4.837727069854736,1.4116642903378647,168,95359.56132521424,3,0.00020525962383849348,high
36.6,0.023008743485251625,3.599796772003174,-4.878827810287476,1.2050351822823517,183,7622.223133518645,4,0.006389903385869661,high
45.0,0.021537765860557556,2.3590011596679688,-4.856602907180786,1.1997870210618782,225,9983.243298918262,6,0.009126167490353153,high
41.8,0.022492278080720168,1.9461350440979288,-4.853384017944336,1.1601078451054485,209,8896.540356021233,10,0.011551473098333773,high
40.6,0.010909605734419115,2.321183204650879,-4.8907439708709575,1.2183816729387689,203,17045.064675258218,11,0.004697995279859621,high
39.2,0.022357679024720804,3.7494497299194194,-4.792965650558472,1.2750824756308012,196,8391.244686279048,9,0.005961332809332488,high
28.2,0.03393169130597806,4.002066135406494,-4.905023574829102,1.6950326195896614,141,4036.4492736677153,9,0.008476425359515686,high
31.2,0.02228054077394547,3.79645943641664,-4.845308542251601,1.3234429440805342,156,6700.87527239007,6,0.005867222849118789,high
36.2,0.024439091152614938,1.971797227859497,-4.813606023788438,1.294043062165375,181,7115.034059752352,3,0.012388040092255997,high
41.2,0.010310922017911586,1.608260393142686,-4.9064552783966064,1.237657250417197,206,18212.48521329963,8,0.006407242769316925,high
34.6,0.026866423529247906,4.59902811050415,-4.783557415008545,1.458823205700663,173,6208.188137900922,8,0.005840491163064527,high
27.2,-0.009747835441871714,2.5649383068084717,-4.842728137969971,1.5241215034271502,136,-15546.703056282115,8,-0.0037989360133900206,high
34.0,0.0029350766063441893,2.2999722957611084,-4.850938081741333,1.505159280543504,170,43201.19199863186,8,0.0012755810279642388,high
30.0,0.03142978681013888,3.376659393310547,-4.914876937866211,1.5272977822874996,150,4625.377307540728,7,0.009305197223966858,high
23.4,0.03712192280539151,2.67667293548584,-4.814393520355225,1.5935051067006574,117,3069.100176223349,8,0.013863501517841674,high
28.0,0.03076713719813944,1.2227628231048584,-4.754400014877319,1.0578006797029469,140,4407.070083992323,4,0.02514142170137093,high
27.2,0.01700381349634241,1.4062020778656006,-4.899012565612793,1.3350200119532536,136,7553.95516775539,4,0.01208341983273167,high
17.6,0.05288463899458962,1.6257827281951904,-4.278934478759766,1.0164009452339589,88,1633.118485007124,5,0.03250872908717299,high
22.6,0.03877917570727212,2.4102611541748047,-4.716040134429932,1.368293161641067,113,2840.682291446834,7,0.016082528281986672,high
12.8,0.003616522228907025,3.167043685913086,-4.41217827796936,1.2636066215841553,64,13863.249612284913,2,0.0011415632445310425,high
7.8,0.1014693536256489,1.982051134109497,-4.819758892059326,1.2033590614374856,39,380.6016005768771,2,0.051168299132747494,high
11.6,0.07035430690698506,2.8135716915130615,-4.289950132369995,0.9706078453385264,58,812.8451177531125,1,0.02499645225564103,high
11.4,0.07583940029144287,0.9412286281585409,-4.530707120895386,0.8822466141034138,57,741.8069347731197,0,0.08048938232715426,high
7.6,-0.042406236803208694,0.8315656185149578,-4.629341602325383,1.4247471407691639,38,-917.7361415528413,0,-0.050934407883487236,high
6.8,0.13592055349639054,1.7684092521667765,-4.670986890792847,0.8234442551631453,34,248.31918314510975,1,0.07681691125438926,high
5.6,0.10367228366710417,1.4259593486786173,-4.860913515090971,1.0705096033846342,28,267.50156793225375,1,0.07265258380563261,high
7.0,0.1424454029868631,0.9772763252258017,-4.384814262390165,0.6592520875424289,35,243.99527117090915,0,0.14560855589956595,high
2.2,0.27529571056366536,0.6099936962127686,0.13029527664187412,0.017109916248153636,11,39.81241683976606,0,0.45057045967917503,high
1.6,0.5062561716352191,2.075121641159029,0.13168025016784668,0.42469237444427993,8,15.771124034254244,1,0.24384706637545248,high
1.6,0.033525569098344477,4.2098293304443075,-4.849181652069092,5.916115048609055,8,231.7123282519217,1,0.007961749685734,high
7.2,0.1331205095563616,1.6418619155884073,-4.11002826690671,0.617814002404537,36,268.4153237940964,2,0.0810296399796225,high
5.0,0.09143626689911126,0.8742027282715412,-4.697552680969267,1.0416362319527501,25,270.45661663604426,0,0.10447438512867861,high
3.4,0.3099145442247391,1.5047214031219198,0.07733821868893642,0.12822914393862278,17,54.67740353668322,1,0.20582462571241342,high
1.8,0.5666890740394592,3.000098943710327,0.13961696624753017,0.850037090156033,9,15.853748841702075,1,0.18882718786300615,high
3.8,0.04588071505228678,1.0342917442321493,-4.271302700042753,1.1470739526790574,19,405.2839206656513,1,0.044316701362585864,high
7.4,0.11468823088539971,1.0531859397888184,-4.949433326721191,0.7807897369884482,37,319.82509989846807,1,0.10879317068901037,high
4.2,0.15155391693115233,0.8088715076446533,-1.7955200672149658,0.23928516174747677,21,137.65624916387634,0,0.18713328657766476,high
2.0,0.23390722274780273,0.8502264022827148,0.019833803176879883,0.050820701629970905,10,42.56999798910414,0,0.27478849589314774,high
2.0,0.21638674206203884,0.5798547267913818,0.11376500129699707,0.01821586976590431,10,46.00096539993296,0,0.37253160227747567,high
3.2,0.25454254150390626,0.9717390537261963,0.0037035942078205153,0.05719173051381065,16,62.61188413419384,0,0.26167607903563633,high
1.2,0.1700450897216797,0.2175159454345703,0.12954306602478027,0.0011425292580815947,6,35.078469716745744,0,0.7781816076785841,high
4.0,0.15497979364897074,1.865548849105835,-4.820439100265503,1.5860529672365544,20,128.22173649626427,3,0.08303013003019631,high
7.6,0.11472219389838141,0.8314964771270752,-4.5806884765625,0.6470903840402112,38,328.3726199778822,0,0.13780502026180924,high
2.8,0.26946260378910947,0.789189338684082,0.11121845245361328,0.03345335602978543,14,51.763163571834724,0,0.34101017388800875,high
4.4,0.22608854657127744,0.9782404899597168,0.06435298919677734,0.036598504677569345,22,96.87850986837307,0,0.23088153409646908,high
3.4,0.2992074787616765,2.2297282218934242,0.016179561614990234,0.2545634349369825,17,56.62750331911506,1,0.1341299562291419,high
4.4,0.21757785479227973,0.7858796119689941,0.07886528968811035,0.021209769342921528,22,100.6506355408565,0,0.27650717019829596,high
1.6,0.17198828288487025,0.27278971672058105,0.047704458236694336,0.0066404154684566365,8,46.245906754992646,0,0.628176561723809,high
1.6,0.687805039542062,3.768308162689152,0.12149095535272636,1.5840549062787226,8,11.614316883219434,1,0.18247514128729622,high
3.2,0.2843007723490397,1.3596143722533611,0.08609294891351738,0.0985795828009849,16,56.081166091010246,1,0.20895029344589333,high
2.8,0.1774184337029134,0.7283992767333984,0.048464775085392375,0.026932125926192516,14,78.4672284664911,0,0.24323911383279495,high
2.0,0.24345578087700737,0.6433248519897461,0.042434453964176555,0.032506551146503665,10,40.907193784184976,0,0.37784633034902987,high
4.2,0.24460647106170655,0.6433923244476887,0.08497309684753418,0.02245888852942888,21,85.50263317257601,0,0.37959246530653473,high
2.2,0.2560503721237183,0.5028927326202393,0.09105944633483887,0.017148047360745076,11,42.793168938521134,0,0.508144602110568,high
2.2,0.2106245517730713,0.48113489151000977,0.054613590240478516,0.011898496257484225,11,51.978846064115906,0,0.4368581396658749,high
